JobText,score

opening and closing dates 06/21/2018 to 06/27/2018

*

salary

$41,365 to $53,773 per year

*

pay scale & grade

gs 07

*

work schedule

full-time

*

appointment type

permanent

location

1 vacancy in the following location:

*
champaign, il

champaign, il 1 vacancy

relocation expenses reimbursed

no

this job is open to

*

the public

u.s. citizens, nationals or those who owe allegiance to the u.s.

share share
*
*
*
*
*
*

announcement number

nrcs-18-0354-de-ac

control number

503006600

* duties

duties

summary

do you want to work for a premier conservation agency whose mission is to help people help the land? for more than 83 years, the natural resources conservation service (nrcs), a part of the u.s. department of agriculture (usda), has worked in close partnership with farmers, ranchers, forest managers, non-governmental organizations, local and state governments, and other federal agencies to create and maintain healthy and **productive** working landscapes.

as part of usdas new farm production and conservation (fpac) mission area, we are the focal point for assisting the voluntary conservation efforts of the nations farmers, ranchers and other stewards of agricultural lands and non-industrial private forest lands. we help these stewards plan and implement proven conservation systems through technical and financial assistance designed to enhance productivity, improve soil and water health, and restore wetlands and wildlife habitat.

the nrcs employs over 10,000 professionals who work in over 3,000 locations, over 95 percent of whom are outside the washington, d.c. area and covering every county in the u.s. we value our employees and are committed to employee engagement and work/life balance programs. we are also part of the usda, which was ranked 7th among all federal agencies as a best place to work through the fy2017 federal employee viewpoint survey.

we need people who are committed to action through public service-- people who want to apply their education and experience to help ensure that all of us enjoy the benefits that come from a healthy environment and **productive** agriculture. please consider joining us and helping to make a difference for generations to come.

learn more about this agency

responsibilities

the cartographic technician will work with other compliance team members, area staff, field office staff, and soil scientists across the state assisting with the development and delivery of cartographic and geographic information systems (gis) activities.

* gathers aerial, soil, vegetation, hydrology and other related information into gis databases to interpret and make highly erodible land (hel) and wetland compliance (wc) determinations.
* assists the team leader with preparing, interpreting and analyzing data needed to make highly erodible land (hel) and wetland compliance (wc) determinations, and supporting the district and designated conservationists when on-site determinations are required.
* seeks new data sources and assists in the development of new methodologies that will further the efficiency of interpretations and determinations.

travel required

occasional travel - up to 15%

supervisory status

no

promotion potential

09

who may apply

this job is open to
us citizens and nationals; no prior federal experience is required.

questions? this job is open to 1 group.

*

job family (series)

1371 cartographic technician

* requirements

requirements

conditions of employment

* u.s. citizen or u.s. national
* selective service registration is required for males born after 12/31/1959.
* a 1-year probationary or trial period may be required.

 must possess and maintain a valid state motor vehicle operator's license for the type of vehicle(s) operated to perform the duties of this position.  this will require the operation of a motor vehicle on both private and public roads during daylight hours and occasionally after dark.
 physical demands:  work takes place in both office and field environments.  the office work includes demands typical of an office such as sitting, carrying light objects such as books or papers.  the field work includes physical exertion related to conservation work requiring walking on rough terrain, jumping ditches and furrows, but not on a regular or sustained basis.  occasional field work may include exposure to adverse weather conditions and poisonous or irritating insects and plants.
 entrance on duty is contingent upon completion of a pre-employment security investigation. the position may be subject to a public trust background investigation at the time of appointment, and may be subject to reinvestigation every five years thereafter. a favorable adjudication of the clearance or background investigation at the time of appointment and on reinvestigations is a condition of employment.
  if you are newly hired, the documentation you present for purposes of completing the department homeland security (dhs) form i-9 on your entry-on-duty date will be verified through the dhs ""e-verify"" system. federal law requires the use of e-verify to confirm the employment eligibility of all new hires. under this system, the new hire is required to resolve any identified discrepancies as a condition of continued employment.
  have your salary sent to a financial institution of your choice by direct deposit/electronic funds transfer.

please note:  in the interest of filling these positions as efficiently as possible, we are requiring the following:

* if called for an interview, applicants must be available to interview within 3 business days of being contacted.
* if a tentative job offer is extended, selectee will have 2 business days in which to accept or decline.

qualifications

all applicants must meet all qualifications such as the education requirement and the specialized experience requirements listed below by the closing date of the announcement.

specialized experience requirement:

to qualify for this gs-07 position, you must possess at least one year of specialized experience equivalent to the gs-06 level in the federal service or comparable experience not gained through federal service.  this specialized experience must have equipped you with the particular knowledge, skills, and abilities to perform successfully the duties of the position, and that is typically in or related to the work of the position to be filled. for this position, specialized experience is defined as organizing databases and development to portray ecological cartographic relationships. examples of this experience include:  preparation and update of gis data bases and related metadata.  updated tabular attributes of hydrologic boundary lines.  performed data edits and conversions to match maps to high resolution orthophotography or other high accuracy base layers; or

substitution of education in lieu of specialized experience:

possess at least one year of graduate level education in a directly related discipline. examples of relevant educational fields for this position include, but are not limited to: cartography, geographic information systems (gis), geodesy, photogrammetry, land surveying, geophysics, physical geography, and remote sensing.  note: one full year of graduate education meets the requirements for gs-7. one year of full-time graduate education is considered to be the number of credit hours that the school attended has determined to represent 1 year of full-time study. if that information cannot be obtained from the school, 18 semester hours should be considered as satisfying the 1 year of full-time study requirement. part-time graduate education is creditable in accordance with its relationship to a year of full-time study at the school attended; or

a combination of education and experience as described above.  this combination must have equipped you with the necessary knowledge and/or experience to successfully perform the duties of this position. combinations of experience and education must total at least 100% as outlined in opm qualifications policy.

experience note:  experience refers to paid and unpaid experience, including volunteer work done through national service programs (e.g., peace corps, americorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. you will receive credit for all qualifying experience, including volunteer experience.

the opm qualification standards for this position can be found at: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=list-by-occupational-series

education

if you are using education to qualify you must submit a copy of your college transcripts or a list of college courses with credit hours, dates completed, and grades received to verify all education requirements (i.e. substitution of education and/or basic education requirement). if a relevant course is not clearly qualifying (e.g. special topic, seminar, research, thesis, obscure or misleading course title, etc.), please submit an official course syllabi and/or detailed course description from the university/college for that particular course to ensure you are properly evaluated. please note that qualifications determinations are based solely on the information submitted for each particular vacancy announcement. you must document all requirements on every vacancy; we cannot use previous determinations as a basis for rating. all required information must be received by the closing date of this announcement, and non-submission of all required documents/documentation will result in non-consideration. unofficial transcripts will be accepted. this information must be received by the closing date of this announcement. non-submission of these documents will result in non-consideration.

education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. applicants must, therefore, only report attendance and/or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education. applicants can verify accreditation via this link.   all education claimed by applicants will be verified accordingly.  important:  if you are using foreign education to meet qualification requirements, you must send a certificate of foreign equivalency with your transcript in order to receive credit for that education.  click on this link for more information.

additional information

* if you are selected for a position with further promotion potential, you will be placed under a career development plan, and may be non-competitively promoted if you successfully complete the requirements and if recommended by management. however, promotion is neither implied nor guaranteed.
* career transition assistance plan(ctap) or interagency career transition assistance plan (ictap):  if you are claiming ctap/ictap eligibility, provide proof of eligibility to include your most recent performance appraisal, sf-50, and proof of eligibility such as a rif separation notice or letter from opm/your agency.  ctap/ictap eligibles will be considered well-qualified if achieving a rating of 85 or above.  information about ctap/ictap eligibility is on opm's career transition resources website at http://www.opm.gov/policy-data-oversight/workforce-restructuring/employee-guide-to-career-transition/.
* this position is eligible for telework within the commuting area of the duty location of the position and other flexible work arrangements. employee participation is at the discretion of the supervisor.
* this announcement may be used to fill multiple vacancies.
* it is the policy of the government not to deny employment simply because an individual has been unemployed or has had financial difficulties that have arisen through no fault of the individual. see more information at: http://www.chcoc.gov/transmittals/transmittaldetails.aspx?transmittalid=6465

how you will be evaluated

you will be evaluated for this job based on how well you meet the qualifications above.

the category rating procedure is used to rank and select eligible candidates. under category rating, applicants who meet basic minimum qualification requirements established for the position and whose job related competencies have been assessed are ranked by being placed in one of the following categories: best qualified, well qualified, and qualified. preference eligibles are listed ahead of non-preference eligibles within each category. the definitions of the categories are as follows:

best qualified: applicants possessing a background that demonstrates a superior level of the evaluation criteria.
well qualified: applicants possessing a background that demonstrates a satisfactory level of the evaluation criteria.
qualified: applicants possessing the basic qualifications, with general knowledge, skills, and abilities.
you will be evaluated based on your qualifications for this position as evidenced by the education, experience, and training you described in your application package, as well as the responses to the occupational questionnaire to determine the degree to which you possess the knowledge, skills, abilities and/or competencies listed below:

application of geographic information systems; geographic information collection; geographic information analysis and interpretation; oral communication; teamwork; interpersonal skills; problem solving; and customer service.

we will review your application to ensure you meet the job requirements and assess your ability to perform this job. before any certificate can be issued to the selecting official, the resume and supporting documents are reviewed by an hr specialist to ensure that minimum qualification requirements are met.  please follow all instructions carefully. errors or omissions may affect your rating. deliberate attempts to falsify information may be grounds for not selecting you.

to view the application form, visit: https://nrcs.usda.ntis.gov/cp/?event=jobs.previewapplication&jobid=a41d4f10-e830-4a71-9a6d-a903000df474

background checks and security clearance

security clearance

q - nonsensitive

* required documents

required documents

the following documents are required for your application to be complete. our office cannot be responsible for incompatible software, illegible fax transmissions, delays in mail service, your system failure or downtime, etc. encrypted and digitally signed documents will not be accepted. failure to submit required, legible documents may result in loss of consideration.

* resume should include: 1) personal information; 2) education; 3) work experience including work schedule, hours worked per week, dates of employment; and title, series and grade if applicable; 4) supervisor's phone number, e-mail address for each work period listed, and whether or not we may contact them for reference checks; and 5) other qualifications.
* college transcripts if education is required for meeting basic qualifications and/or used as a substitute for specialized experience. an unofficial copy is sufficient; however, if selected, an official transcript will be required prior to entering on duty. education must have been successfully completed and obtained from an accredited school, college, or university. foreign education must be evaluated by an approved organization. for additional information, refer to the u.s. department of education web site at http://www.ed.gov. all transcripts must be in english or include english translation.

you must submit the documents below if you claim any of the following:

*

veterans, if claiming preference: dd-214, certificate of release from active duty showing dates of service and type of discharge. disabled veterans must include va letter & sf-15 if claiming 10 pt. preference. current active duty members must submit certification that they are expected to be discharged or released from active duty under honorable conditions no later than 120 days after date the certification is submitted. if claiming 10-point veterans preference based on a service connected disability or purple heart, you must provide the dd214 or certification requirements (see above bullet), and the va letter. the sf-15 should be included but not required with the initial application, but if selected you will required to complete the sf-15. if claiming 10-point derived preference, i.e. spouse, widow/widowers and mothers, you must submit the sf-15 at the time of application submission. failure to submit these documents could result in the determination that there is insufficient documentation to support your claim for 10-point preference. for more information on veterans preference please visit http://www.fedshirevets.gov/job/vetpref/.

* ctap/ictap: certification of expected separation, reduction-in-force separation notice, or notice of proposed removal; and most recent performance evaluation; and sf-50 demonstrating your separation or the position you will be separated from.
* worker's compensation separation: agency certification of inability to place employee and notification of separation or separation sf-50.
* disability annuity termination: notification from opm of disability annuity termination and separation sf-50 of the last position held. military reserve or national guard technician special disability retirement annuity under 5 u.s.c. 8337(h) or 8456: certification of special disability retirement annuity from a military department or national guard bureau and separation sf-50 of the last position held.

note: if a document is resubmitted, it replaces the previous submission, which means the previous document is no longer available to the human resources office. if you are adding to, rather than replacing a previous submission, you must upload both the old document and the new document. please verify that documents you are uploading from usajobs transfer into the agency's staffing system as there is a limitation to the number of documents that can be transferred. however, once in the agency's staffing system, you will have the opportunity to upload additional documents. uploaded resumes must be less than 3mb and in one of the following document formats: gif, jpg, jpeg, png, rtf, pdf, or word (doc or docx).

if you are relying on your education to meet qualification requirements:

education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education.

failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

* benefits

benefits

a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. learn more about federal benefits.

the federal government offers a comprehensive benefits package.  explore the major benefits offered to most federal employees at: http://www.opm.gov/healthcare-insurance/healthcare/enrollment/new-federal-employee-enrollment/

eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. contact the hiring agency for more information on the specific benefits offered.

* how to apply

how to apply

please read the entire announcement and all the instructions before you begin.
the following instructions outline our application process.

* you must complete this application process and submit all required documents electronically by 11:59 p.m. eastern time (et) on the closing date of this announcement.
* we are available to assist you during business hours (normally 8:00 a.m. - 4:00 p.m., monday - friday). applying online is highly encouraged. if applying online poses a hardship, please contact our office during business hours well before the closing date for an alternate method. all hardship application packages with supporting documents must be submitted no later than noon on the closing date of the announcement in order to be entered into the system prior to its closing.
* this agency provides reasonable accommodation to applicants with disabilities on a case-by-case basis; contact us if you are requesting this.

step 1: create a usajobs account (if you do not have one) at www.usajobs.gov. it is recommended that as part of your profile you set up automatic email notification to be informed when the status of your application changes. if you choose not to set up this automatic notification, then you will have to log into your usajobs account to check on the status of your application.

step 2: create a resume with usajobs or upload a resume into your usajobs account. customize your resume to ensure it documents duties and accomplishments you have gained that are directly related to this position in order to verify that qualifications are met. your resume must support your responses to the online questionnaire (you may preview the online questionnaire by clicking on the link at the end of the how you will be evaluated section of the job announcement).

step 3: click ""apply online"" and follow the prompts to complete the occupational questionnaire and attach any additional documents that may be required.
you can update your application or documents anytime while the announcement is open. log into your usajobs account and click on ""application status."" click on the position title, and then select ""update application to continue.
note: verify that uploaded documents from usajobs transfer into the agency's staffing system. once in the agency's staffing system you will have the opportunity to upload additional documents. uploaded resumes must be less than 3mb and in one of the following document formats: gif, jpg, jpeg, png, rtf, pdf, or word (doc or docx)

agency contact information

alexis colvin alexis colvin

phone

(503) 414-3281

fax

0000000000

email

alexis.colvin@wdc.usda.gov

address

natural resources conservation service
1400 independence ave, s.w.
washington, dc,
usa

learn more about this agency

next steps

if you set up your usajobs account to send automatic email notifications, you will receive an email acknowledging: 1) the submission of your online occupational questionnaire and resume was successful,  2) if you were referred to the selecting official for consideration, and  3) if you were selected or not selected. if you choose not to set up automatic email notifications, you must check your usajobs account for the latest status of your application. your application may be reviewed to verify that you meet the qualifications and eligibility requirements for the position prior to issuing lists to a selecting official. if further evaluation or interviews are required, you will be contacted. normally, a final job offer to the selected candidate is made within 30-60 days after the issuance of the certificate.

* fair & transparent

fair & transparent

the federal hiring process is setup to be fair and transparent. please read the following guidance.

equal employment opportunity policy

the united states government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.

* equal employment opportunity (eeo) for federal employees & job applicants

reasonable accommodation policy

federal agencies must provide reasonable accommodation to applicants with disabilities where appropriate. applicants requiring reasonable accommodation for any part of the application process should follow the instructions in the job opportunity announcement. for any part of the remaining hiring process, applicants should contact the hiring agency directly. determinations on requests for reasonable accommodation will be made on a case-by-case basis.

a reasonable accommodation is any change to a job, the work environment, or the way things are usually done that enables an individual with a disability to apply for a job, perform job duties or receive equal access to job benefits.

under the rehabilitation act of 1973, federal agencies must provide reasonable accommodations when:

* an applicant with a disability needs an accommodation to have an equal opportunity to apply for a job.
* an employee with a disability needs an accommodation to perform the essential job duties or to gain access to the workplace.
* an employee with a disability needs an accommodation to receive equal access to benefits, such as details, training, and office-sponsored events.

you can request a reasonable accommodation at any time during the application or hiring process or while on the job. requests are considered on a case-by-case basis.

learn more about disability employment and reasonable accommodations or how to contact an agency.

legal and regulatory guidance

* financial suitability
* social security number request
* privacy act
* signature and false statements
* selective service
* new employee probationary period

note: we cannot accept applications on behalf of federal agencies. application instructions are listed within the job description.",-5130.657651185989
"loan specialist agricultural job

vacancy no. fsa-18-0309-gnb department farm service agency
salary $33,394.00 to $53,773.00 grade 05 to 07
perm/temp permanent ft/pt full-time
open date 6/20/2018 close date 6/29/2018
job link apply online who may apply public
locations:

manhattan, ks bonham, tx college station, tx littlefield, tx
sulphur springs, tx

job description (please follow all instructions carefully)

overview

*

open & closing dates

opening and closing dates 06/20/2018 to 06/29/2018

*

salary

$33,394 to $53,773 per year

*

pay scale & grade

gs 05 - 07

*

work schedule

full-time

*

appointment type

permanent

locations

*
manhattan, ks

manhattan, ks few vacancies

*
bonham, tx

bonham, tx few vacancies

*
college station, tx

college station, tx few vacancies

*
littlefield, tx

littlefield, tx few vacancies

* show more locations (1)
*
sulphur springs, tx

sulphur springs, tx few vacancies

relocation expenses reimbursed

no

this job is open to

*

the public

u.s. citizens, nationals or those who owe allegiance to the u.s.

share share
*
*
*
*
*
*

announcement number

fsa-18-0309-gnb

control number

502899000

* duties

duties

summary

please read all the instructions under ""how to apply"" before you begin.

we are concurrently announcing this position under vacancy announcement number: fsa-18-0294-mmc  (pathways recent graduate- gs-5-7). and fsa-18-0300-mmc (merit-gs-5-7), fsa-18-0298-mmc ( pathways recent graduate gs-9),fsa-18-0307-gnb (merit gs-9), fsa-18-0308 (de-gs-9) applicants wishing to be considered for all announcements must submit separate and complete application packages for each vacancy announcement.

learn more about this agency

responsibilities

these positions are assigned to the farm service agency, farm loan programs branch in multiple locations within the states of texas and kansas. location will be determined upon selection.

farm loan officer's (flo's) are required to successfully complete all of the requirements of the farm loan training program. flo's may be reassigned to another training office during their training program. in addition, upon completion of training program, flo's may be reassigned, at any time, to a different duty station if workload activity changes or vacancies occur.

this position assists the farm loan manager in administering farm loan programs in a usda service center serving one or more counties.

major responsibilities include:

* making, servicing, and supervising loans;
* providing technical advice, guidance, and credit counseling to loan applicants and borrowers;
* has delegated loan approval authority to approve loans within a specific limit;
* has knowledge of agency farm loan programs and eligibility requirements;
* has knowledge of the technicalities of farm financing and credit, financial management concepts and practices, farm operations, land use and value, production and marketing of various crops and livestock, and prices and markets in the serviced farming areas.

travel required

25% or less - occasional travel may be required.

supervisory status

no

promotion potential

11

who may apply

this job is open to

us citizens or us nationals

questions? this job is open to 1 group.

*

job family (series)

1165 loan specialist

* requirements

requirements

conditions of employment

* you must be a u.s. citizen or national .
* males born after 12/31/59 must be selective service registered or exempt..
* satisfactory background investigation and/or fingerprint check.
* successful completion of a one year probationary periodor trial period.

background investigation and fingerprint check:  selection and retention in this position is contingent upon a successfully adjudicated fbi national criminal history check (fingerprint check) and a background investigation.

qualifications

applicants must meet all qualification requirements by the closing date, of the announcement including the following specialized experience and/or education, as defined below.

for the gs-5 level:

* a 4-year course of study leading to a bachelor's degree or a bachelor's degree in finance, business administration, economics, accounting, engineering, mathematics, banking and credit, law, statistics, or another field related to the position, such as agriculture, agricultural economics, farm, livestock or ranch management, or rural sociology from an accredited college or university; or
* three (3) years of progressively responsible general experience, 1 year of which was equivalent to at least the gs-4, that required (1) gathering and analyzing facts and figures, and presenting the information or conclusions in clear oral and written language; or (2) that provided a knowledge of the principles of financial analysis or of insurance laws, such as contract, property, life, casualty, or marine insurance; or
* a combination of education and experience as listed above.

for the gs-7 level:

* superior academic achievement: a bachelor's degree in finance, business administration, economics, accounting, engineering, mathematics, banking and credit, law, statistics, or another field related to the position, such as agriculture, agricultural economics, farm, livestock or ranch management, or rural sociology from an accredited college or university with either: 1) a grade point average (gpa) of 3.0 based on a 4.0 scale; 2) a 3.5 gpa based on a 4.0 scale for required courses completed in a major field of study during the last two years of undergraduate study; 3) class standing of upper third of the graduating class in the college, university, or major subdivision of the college; 4) membership in a national scholastic honor society certified by the association of college honor societies, excluding freshman honor societies; or
* one year of specialized experience equivalent in difficulty and responsibility to the gs-5 level in the federal service or private sector equivalent that demonstrates basic knowledge of loan examining and/or servicing principles, procedures and techniques as they apply to investigation, analysis, and evaluation of financial factors and credit risks in relation to granting and servicing of agricultural loans. experience may have been gained in such work as assisting in reviewing and passing upon applications for agricultural loans; servicing an agricultural loan portfolio of a bank or other loan association; or similar work. in addition, this experience must demonstrate basic knowledge of farm operations, land use and value, production of various crops and livestock, and prices and markets in the farming area where loans are made and serviced; or
* one year of graduate education from an accredited college or university with a major in finance, business administration, economics, accounting, engineering, mathematics, banking and credit, law, statistics, or another field related to the position, such as agriculture, agricultural economics, farm, livestock or ranch management, or rural sociology; or
* a combination of graduate education and experience as listed above.

experience refers to paid and unpaid experience, including volunteer work done through national service programs (e.g., peace corps, americorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. you will receive credit for all qualifying experience, including volunteer experience.
for more information on the qualifications for this position, click here: http://www.opm.gov/qualifications/standards/group-stds/gs-admin.asp

education

college transcript: if you are qualifying based on education, submit a copy of your college transcript that lists college courses detailing each course by the number and department (i.e., bio 101, math 210, etc.), course title, number of credit hours and grade earned. you must submit with your application package evidence that any education completed in a foreign institution was appropriately accredited by an accredited body recognized by the secretary of the u.s. department of education as equivalent to u.s. education standards. you may submit an unofficial copy of the transcript at the initial phase of the application process; however, if selected, you will be required to submit official transcripts prior to entering on duty. please refer to the ""how to apply"" section for instructions on submitting the transcript.

additional information

 career transition assistance plan (ctap), reemployment priority list (rpl), or interagency career transition assistance plan (ictap): for information on how to apply as a ctap, rpl, or ictap eligible see http://www.opm.gov/policy-data-oversight/workforce-restructuring/employee-guide-to-career-transition/. to exercise selection priority for this vacancy, ctap/rpl/ictap candidates must meet the basic eligibility requirements and all selective factors. ctap/ictap candidates must be rated and determined to be well qualified (or above) based on an evaluation of the competencies listed in the how you will be evaluated section. when assessed through a score-based category rating method, ctap/ictap applicants must receive a rating of at least 85 out of a possible 100.

 this position is eligible for telework and other flexible work arrangements. (if applicable.)

 this announcement may be used to fill multiple vacancies.

 direct deposit  per public law 104-134 all federal employees are required to have federal payments made by direct deposit to a financial institution of your choosing.

 e-verify: federal law requires agencies to use the e-verify system to confirm the employment eligibility of all new hires. if you are selected as a newly hired employee, the documentation you present for purposes of completing the department of homeland security (dhs) form 1-9 on your entry-on-duty date will be verified through the dhs 'e-verify' system. under the system, the new hire is required to resolve any identified discrepancies as a condition of continued employment.

how you will be evaluated

you will be evaluated for this job based on how well you meet the qualifications above.

applications will be evaluated in accordance with office of personnel management's (opm) delegated examining procedures using category rating. applicants who meet basic minimum qualifications will be placed in one of three categories: best qualified, well qualified, or qualified. within these categories, applicants eligible for veteran's preference will receive selection priority over non-veterans. category placement will be determined based on applicants' quality of experience and the extent they possess the following knowledge, skills and abilities (or competencies):

* knowledge of credit principles, farm loan program policies and regulations to make and service loans;
* ability to research, interpret and apply agricultural or lending regulations, policies and procedures to attain objectives;
* ability to communicate orally;
* ability to communicate in writing;
* skill in analysis and problem solving;
* knowledge of agricultural production practices to service customers;
* skill in negotiation and conflict management;
* customer service skills;
* ability to be innovative and demonstrate creativity;
* ability to train and develop others.
your application, including the online assessment questionnaire, will be reviewed to determine if you meet (a) minimum qualification requirements and (b) the resume supports the answers provided to the job-specific questions. your resume must clearly support your responses to all the questions addressing experience and education relevant to this position. those determined to be in the best qualified category will be referred to the selecting official for consideration.

you will be evaluated in accordance with the category rating procedure as defined in the usda demonstration project plan. applicants who meet the basic minimum qualification requirements established for the position will be placed in the eligible category. eligible applicants will be further evaluated against criteria for placement in the quality category. this evaluation is based on the level of your experience, education, and/or training as determined by your responses to the assessment questionnaire. applicants with veterans preference are listed ahead of applicants who do not have veterans preference within each category.

note: if, after reviewing your resume and/or supporting documentation, a determination is made that you have inflated your qualifications and or experience, your rating may be lowered to more accurately reflect the submitted documentation. please follow all instructions carefully. errors or omissions may affect your rating. providing inaccurate information on federal documents could be grounds for non-selection or disciplinary action up to including removal from the federal service. please follow all instructions carefully.
to view the application form, visit: https://fsa.usda.ntis.gov/cp/?event=jobs.previewapplication&jobid=857df9cb-57cb-4c43-a819-a90400ae7f36

background checks and security clearance

security clearance

public trust - background investigation

* required documents

required documents

the following documents are required for your applicant package to be complete. our office cannot be responsible for incompatible software, illegible fax transmissions, delays in the mail service, your system failure, etc. encrypted documents will not be accepted. failure to submit required, legible documents may result in loss of consideration.

 resume that includes: 1) personal information such as name, address, contact information; 2) education; 3) detailed work experience related to this position as described in the major duties including work schedule, hours worked per week, dates of employment; title, series, grade (if applicable); 4) supervisor's phone number and whether or not the supervisor may be contacted for a reference check; 5) other qualifications.
 if education is required or you are using education to qualify, you must submit a copy of your college transcripts. an unofficial copy is sufficient with the application; however, if you are selected, you will be required to submit official transcripts prior to entering on duty. education must have been successfully obtained from an accredited school, college or university. if any education was completed at a foreign institute, you must submit with your application evidence that the institute was appropriately accredited by an accrediting body recognized by the u.s. department of education as equivalent to u.s. education standards. there are private organizations that specialize in this evaluation and a fee is normally associated with this service. for a list of private organizations that evaluate education, visit http://www.naces.org/members.htm. all transcripts must be in english or include an english translation.
 if claiming veterans preference, you must submit a dd214, certificate of release from active duty, which shows dates of service and discharge under honorable conditions. if currently on active duty you must submit a certification of expected discharge or release from active duty service under honorable conditions not later than 120 days after the date the certification is submitted. veterans preference must be verified prior to appointment. without this documentation, you will not receive veterans preference and your application will be evaluated based on the material(s) submitted.
 if claiming 10-point veterans preference you must provide the dd214 or certification requirements (see above bullet), plus the proof of entitlement of this preference as listed on the sf-15 application for 10-point veterans preference. the sf-15 should be included but is not required. failure to submit these documents could result in the determination that there is insufficient documentation to support your claim for 10-point preference. for more information on veterans preference see http://www.fedshirevets.gov/job/vetpref/
 surplus or displaced employees eligible for ctap, rpl, or ictap priority must provide: proof of eligibility (rif separation notice, notice of proposed removal for declining a transfer of function or directed reassignment to another commuting area, notice of disability annuity termination), sf-50 documenting separation (as applicable), and your most recent sf-50 noting position, grade level, and duty location with your application per 5 cfr 330.

if you are relying on your education to meet qualification requirements:

education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education.

failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

* benefits

benefits

a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. learn more about federal benefits.

the federal service offers a comprehensive benefits package. to explore the benefits offered to most federal employees click here. permanent employees are eligible to elect life and health insurance coverage and will be covered by a retirement system. employees will earn annual and sick leave.

eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. contact the hiring agency for more information on the specific benefits offered.

* how to apply

how to apply

please read the entire announcement and all instructions before you begin. you must complete this application process and submit all required documents electronically by 11:59p.m. eastern time (et) on the closing date of this announcement.

applying online is highly encouraged. we are available to assist you during business hours (normally 8:00a.m. - 4:00p.m., monday - friday). if applying online poses a hardship, contact the agency contact listed below well before the closing date for an alternate method. all hardship application packages must be complete and submitted no later than noon et on the closing date of the announcement in order to be entered into the system prior to its closing.

this agency provides reasonable accommodation to applicants with disabilities on a case-by-case basis; contact the agency contact to request this.

to begin, click ""apply online"" and follow the instructions to complete the assessment questionnaire and attach your resume and all required documents. note: you must verify that uploaded documents from usajobs transfer into the agency's staffing system. applicants may combine all like required documents (e.g. veterans preference) into one or more files and scan for uploading into the application. each file must not exceed 3mb. grouping like documents into files will simplify the application process. documents must be in one of the following formats: gif, jpeg, jpg, pdf, png, rtf, or word (doc or docx). uploaded documents may not require a password, digital signature, or other encryption to open.
